,playerName,playerId,RimAttempt O,RimAttempt D
56,Ronnie Price,101179,1.174648813,0.260909316
57,Jose Calderon,101181,2.672093838,-1.042782127
58,Alan Anderson,101187,-0.494457036,1.051001813
59,LaMarcus Aldridge,200746,1.379175194,-2.59069251
60,Randy Foye,200751,2.598952816,-1.327857742
61,Rudy Gay,200752,1.247488681,-1.169717333
62,JJ Redick,200755,-1.107090401,1.618841045
63,Thabo Sefolosha,200757,1.985924789,-1.188409355
64,Rajon Rondo,200765,2.008557333,-2.236824222
65,Kyle Lowry,200768,2.702623827,-0.927927023
66,Sergio Rodriguez,200771,1.715184735,-3.785877385
67,PJ Tucker,200782,2.006069468,-2.067557115
68,Paul Millsap,200794,1.930936093,-1.399135174
69,J.J. Barea,200826,0.267418665,-0.267552377
70,Kevin Durant,201142,0.033040798,0.061080983
71,Al Horford,201143,-1.8981561,1.690341185
72,Mike Conley,201144,0.064250015,0.181309058
73,Jeff Green,201145,4.155156048,-0.760739548
74,Corey Brewer,201147,3.076617271,-3.024751649
75,Brandan Wright,201148,0.658039046,-1.815790095
76,Joakim Noah,201149,-0.065372956,3.015553278
77,Spencer Hawes,201150,1.175778405,0.374384219
78,Thaddeus Young,201152,3.524229327,-1.744941592
79,Nick Young,201156,-1.875635533,-0.270671342
80,Marco Belinelli,201158,2.885910939,-3.875076357
81,Jason Smith,201160,0.861980507,-2.031180909
82,Jared Dudley,201162,2.60029724,0.378569962
83,Wilson Chandler,201163,1.458257976,-2.452420235
84,Aaron Brooks,201166,0.06356753,0.228025994
85,Arron Afflalo,201167,1.096021524,-0.982740557
86,Tiago Splitter,201168,1.898925698,-1.220764732
87,Josh McRoberts,201177,-1.556202901,-0.002837203
88,Marc Gasol,201188,4.134471861,-3.308507752
89,Ramon Sessions,201196,1.33114687,-1.058373228
90,Joel Anthony,201202,0.081462239,1.225932844
91,C.J. Watson,201228,-1.851797876,-3.174694309
92,Michael Beasley,201563,2.88455057,0.410365927
93,Derrick Rose,201565,3.097093714,-2.832762952
94,Russell Westbrook,201566,7.601857982,-6.241285967
95,Kevin Love,201567,1.397238795,-1.801812686
96,Danilo Gallinari,201568,3.319403947,-2.036390163
97,Eric Gordon,201569,1.978993174,-2.233918711
98,D.J. Augustin,201571,1.746435651,-2.236311337
99,Brook Lopez,201572,3.933870444,0.45211808
100,Jerryd Bayless,201573,0.803117962,-1.51692375
101,Brandon Rush,201575,0.696938318,-0.084170839
102,Robin Lopez,201577,-3.664853286,0.265813709
103,Marreese Speights,201578,-0.541917043,-0.308572292
104,Roy Hibbert,201579,-2.311589126,1.740611303
105,JaVale McGee,201580,4.326874466,-0.15794683
106,Alexis Ajinca,201582,-0.372996357,0.944914623
107,Ryan Anderson,201583,0.547499717,-1.278159377
108,Courtney Lee,201584,-0.34617674,-2.404792807
109,Kosta Koufos,201585,-0.072506381,2.489205301
110,Serge Ibaka,201586,-1.436132466,-1.68105377
111,Nicolas Batum,201587,-0.030648973,-2.767763156
112,George Hill,201588,0.700523115,-0.517970079
113,Darrell Arthur,201589,0.547167108,-1.98644998
114,DeAndre Jordan,201599,3.352185021,-0.156288778
115,Omer Asik,201600,-2.796768031,1.551323306
116,Luc Mbah a Moute,201601,0.513442847,1.475314665
117,Goran Dragic,201609,1.658366771,-1.532160139
118,Anthony Morrow,201627,2.519899664,-3.82957524
119,Bobby Brown,201628,-0.31020698,-1.476940209
120,Blake Griffin,201933,3.025140739,-1.513695389
121,James Harden,201935,5.403359101,-3.249494929
122,Tyreke Evans,201936,0.748798721,-0.629383399
123,Ricky Rubio,201937,-0.31178045,-1.097124591
124,Stephen Curry,201939,5.962875241,-3.581404767
125,Jordan Hill,201941,-0.240477798,1.219192753
126,DeMar DeRozan,201942,0.451720655,-2.90669747
127,Brandon Jennings,201943,1.651067245,-5.246373536
128,Gerald Henderson,201945,0.357918942,-3.345093013
129,James Johnson,201949,5.696473532,-4.721216867
130,Jrue Holiday,201950,-2.383428087,1.600050734
131,Ty Lawson,201951,2.619069143,-3.310231627
132,Jeff Teague,201952,0.64767848,0.23212837
133,Darren Collison,201954,0.404509072,0.052728102
134,Omri Casspi,201956,2.749495253,-2.873505482
135,Taj Gibson,201959,1.649130477,-0.590509221
136,DeMarre Carroll,201960,1.703939466,-1.462138803
137,Wayne Ellington,201961,-0.37643598,-3.506858454
138,Dante Cunningham,201967,2.860202112,-3.074597681
139,Jonas Jerebko,201973,0.574728612,-5.534226151
140,Jodie Meeks,201975,0.590905916,-3.383578376
141,Patrick Beverley,201976,-0.886912554,1.291890441
142,Danny Green,201980,-0.151311406,-0.702281741
143,Patty Mills,201988,0.606536869,-2.899963083
144,Garrett Temple,202066,3.419472216,-2.059462294
145,Wesley Matthews,202083,-0.078020363,-2.331450874
146,John Wall,202322,5.71028657,-3.515370294
147,Evan Turner,202323,2.423706202,-1.759309366
148,Derrick Favors,202324,-2.006750002,0.589434423
149,Wesley Johnson,202325,-1.41248166,-0.202377458
150,DeMarcus Cousins,202326,4.30990393,-1.676895145
151,Greg Monroe,202328,4.652361485,-2.034153897
152,Al-Farouq Aminu,202329,2.027599171,-1.907700156
153,Gordon Hayward,202330,3.112402423,-1.083042087
154,Paul George,202331,0.595808503,-2.795110617
155,Cole Aldrich,202332,0.102560696,1.34998347
156,Ed Davis,202334,2.456999197,-0.274892113
157,Patrick Patterson,202335,2.794830898,-1.518012605
158,Luke Babbitt,202337,1.788813999,-0.537023363
159,Kevin Seraphin,202338,0.823956241,0.109856796
160,Eric Bledsoe,202339,3.288277951,-2.559677192
161,Avery Bradley,202340,1.954312267,-2.74193598
162,Trevor Booker,202344,-0.323485879,-1.630082726
163,Jordan Crawford,202348,-0.269970891,-2.925417337
164,Hassan Whiteside,202355,-0.102270171,1.01650836
165,Nemanja Bjelica,202357,1.544471794,-4.393656935
166,Lance Stephenson,202362,0.750338475,-1.92802541
167,Timofey Mozgov,202389,0.5427811,2.944278452
168,Jeremy Lin,202391,0.283277626,-1.954277207
169,Ish Smith,202397,2.012194999,-1.107586355
170,Lance Thomas,202498,1.918469641,-1.750209632
171,Kyrie Irving,202681,4.485088992,-3.98471602
172,Derrick Williams,202682,4.135649626,-2.311497931
173,Enes Kanter,202683,3.500167472,-3.341498603
174,Tristan Thompson,202684,-3.844706503,0.521937037
175,Jonas Valanciunas,202685,-1.202015724,1.658165994
176,Bismack Biyombo,202687,-1.061242849,-0.262232744
177,Brandon Knight,202688,3.880156452,-5.540401376
178,Kemba Walker,202689,3.914394122,-1.940371816
179,Klay Thompson,202691,1.045788488,-0.3501747
180,Alec Burks,202692,4.553402483,-4.774277078
181,Markieff Morris,202693,1.114983114,1.978234171
182,Marcus Morris,202694,-3.441111129,-2.364572143
183,Kawhi Leonard,202695,0.190215912,-1.975304463
184,Nikola Vucevic,202696,-1.020162718,-0.510278968
185,Iman Shumpert,202697,0.448450046,-0.811658987
186,Tobias Harris,202699,2.209572242,0.228967604
187,Donatas Motiejunas,202700,-2.030386895,0.327784545
188,Kenneth Faried,202702,3.56278442,-1.265542713
189,Nikola Mirotic,202703,3.054817588,-4.710640798
190,Reggie Jackson,202704,0.593543781,-0.74494704
191,Norris Cole,202708,1.494727834,0.073504285
192,Cory Joseph,202709,1.823529648,-2.481133807
193,Jimmy Butler,202710,6.507157475,-4.863108001
194,Bojan Bogdanovic,202711,1.741723364,-2.698988768
195,Kyle Singler,202713,0.955468692,-0.420665223
196,Shelvin Mack,202714,1.345083532,-2.966621626
197,Chandler Parsons,202718,2.985784722,-1.046770888
198,Jon Leuer,202720,0.15293376,-3.247414026
199,Davis Bertans,202722,1.666005924,-1.716749123
200,Lavoy Allen,202730,1.140196815,-1.915966018
201,DeAndre Liggins,202732,2.142335231,-1.516597478
202,ETwaun Moore,202734,1.746670907,-2.483540128
203,Isaiah Thomas,202738,5.990793408,-3.35884068
204,Anthony Davis,203076,5.817621321,-0.261384891
205,Michael Kidd-Gilchrist,203077,0.371642058,0.102253116
206,Bradley Beal,203078,3.765763484,-2.307012715
207,Dion Waiters,203079,2.991232641,-1.364251277
208,Thomas Robinson,203080,2.924391302,-0.97580256
209,Damian Lillard,203081,4.098253789,-1.806441668
210,Terrence Ross,203082,-0.189518998,-2.857716481
211,Andre Drummond,203083,1.693468471,-2.198865568
212,Harrison Barnes,203084,-0.220628841,-0.696933611
213,Austin Rivers,203085,1.812412209,-4.533001925
214,Meyers Leonard,203086,-1.929735055,0.243604018
215,Jeremy Lamb,203087,0.274988758,-3.507171588
216,John Henson,203089,2.319196431,-1.275328193
217,Maurice Harkless,203090,3.643344537,-3.830977806
218,Tyler Zeller,203092,3.346363264,-0.432886934
219,Andrew Nicholson,203094,1.907409442,-0.104448763
220,Evan Fournier,203095,2.459134269,-2.496365281
221,Miles Plumlee,203101,1.688352575,-0.423179606
222,Tomas Satoransky,203107,0.740988965,-1.178927076
223,Jae Crowder,203109,2.415742399,-2.995326368
224,Draymond Green,203110,0.838615659,0.533987385
225,Quincy Acy,203112,4.078696472,-3.841481435
226,Khris Middleton,203114,0.14201329,0.003480134
227,Will Barton,203115,1.679421096,-3.492935326
228,Justin Hamilton,203120,2.908449489,-4.417063056
229,Kyle OQuinn,203124,-0.198162397,-2.418774819
230,Mirza Teletovic,203141,0.597608249,-0.918000169
231,Kent Bazemore,203145,3.238374769,-1.798163967
232,Brian Roberts,203148,1.083575594,0.589147444
233,Willie Reed,203186,1.614542521,-0.851494551
234,Justin Holiday,203200,4.028009236,-0.395891724
235,JaMychal Green,203210,1.055927099,0.407587566
236,Aron Baynes,203382,-0.069409287,1.194513139
237,Nerlens Noel,203457,1.440349784,-1.955963589
238,Alex Len,203458,-0.645212662,0.815890486
239,Allen Crabbe,203459,3.447257109,-4.418602777
240,Andre Roberson,203460,1.474770228,-1.420944958
241,Archie Goodwin,203462,3.290167801,-1.159557986
242,Ben McLemore,203463,0.141861546,0.262832736
243,CJ McCollum,203468,-1.18406721,2.175607715
244,Cody Zeller,203469,1.83194062,1.051761004
245,Dennis Schroder,203471,5.59357009,-2.995151832
246,Dewayne Dedmon,203473,2.309968847,-0.529430748
247,Gorgui Dieng,203476,1.759554396,-0.88299468
248,Isaiah Canaan,203477,1.530883827,-1.553336267
249,Jeff Withey,203481,0.251244992,-2.529371753
250,Kelly Olynyk,203482,2.940998637,-0.411205518
251,Kentavious Caldwell-Pope,203484,1.378017393,-0.922108295
252,Mason Plumlee,203486,1.510507076,-1.252763038
253,Michael Carter-Williams,203487,-1.489978699,-1.303303546
254,Mike Muscala,203488,1.178292762,-1.881109516
255,Otto Porter Jr.,203490,1.19077683,-2.044917319
256,Reggie Bullock,203493,-0.01770528,-2.051136115
257,Robert Covington,203496,1.682247199,-1.215272629
258,Rudy Gobert,203497,2.29951113,-0.238798339
259,Shabazz Muhammad,203498,4.038718957,-2.524739948
260,Steven Adams,203500,-1.070703925,0.517506557
261,Tim Hardaway Jr.,203501,3.329429316,-1.33671395
262,Tony Snell,203503,1.6551795,-3.248295708
263,Trey Burke,203504,1.740086022,-3.566086756
264,Victor Oladipo,203506,1.552336795,-0.138858244
265,Giannis Antetokounmpo,203507,3.680998941,-1.312840422
266,Lucas Nogueira,203512,1.220971174,-1.101019379
267,James Ennis III,203516,2.841851399,-2.929514179
268,Alex Abrines,203518,3.58668905,-3.426063697
269,Matthew Dellavedova,203521,1.994466348,-1.452712117
270,Solomon Hill,203524,2.473518618,-4.022548324
271,Raul Neto,203526,4.254359619,-3.685777609
272,Ryan Kelly,203527,1.049844882,0.161117342
273,Joffrey Lauvergne,203530,3.766389894,-4.181591587
274,Ian Clark,203546,4.019420564,-4.121176918
275,Seth Curry,203552,0.925135437,-2.122922496
276,Troy Daniels,203584,1.380769893,-3.083296221
277,Rodney McGruder,203585,1.765431667,-2.244797689
278,Jonathon Simmons,203613,3.127275547,-4.205089887
279,Shabazz Napier,203894,1.815644636,-0.153741909
280,Zach LaVine,203897,0.792024125,-0.99584185
281,Tyler Ennis,203898,3.7145409,-0.859220562
282,Elfrid Payton,203901,3.56107806,-2.136494238
283,Semaj Christon,203902,4.347941936,-3.526038686
284,Jordan Clarkson,203903,3.75821536,-2.173097299
285,KJ McDaniels,203909,2.925793543,-0.523115012
286,Gary Harris,203914,3.14942326,-2.910495459
287,Spencer Dinwiddie,203915,0.680196878,0.505722152
288,Nik Stauskas,203917,3.898594197,-3.544034659
289,Rodney Hood,203918,0.333388258,-1.920731053
290,Glenn Robinson III,203922,0.136030384,-2.332629309
291,James Young,203923,-1.026033758,-2.345711561
292,Jerami Grant,203924,4.215294144,-4.652467166
293,Joe Harris,203925,4.281020543,-2.658509565
294,Doug McDermott,203926,0.853252777,-3.706696699
295,Sean Kilpatrick,203930,2.676964758,-3.174761747
296,Aaron Gordon,203932,2.817409528,-2.363068379
297,TJ Warren,203933,1.927248392,-4.135781766
298,Marcus Smart,203935,3.284524236,-4.093564966
299,Kyle Anderson,203937,2.75661517,-2.188927533
300,Dwight Powell,203939,2.289595478,-2.428268669
301,Adreian Payne,203940,2.489733395,-0.344116828
302,Noah Vonleh,203943,-0.748285684,-1.232648507
303,Julius Randle,203944,2.458918991,-2.895342292
304,Johnny OBryant III,203948,0.104323641,-0.049655908
305,James Michael McAdoo,203949,-1.874269744,-2.144763763
306,Andrew Wiggins,203952,3.751791814,-3.819022568
307,Jabari Parker,203953,4.199654567,-0.879931981
308,Joel Embiid,203954,0.846857187,1.72255834
309,Dante Exum,203957,6.233872607,-1.530420389
310,Josh Huestis,203962,0.28242027,0.065959549
311,Dario Saric,203967,3.475094969,-2.462439347
312,Clint Capela,203991,0.53049124,0.008085193
313,Jusuf Nurkic,203994,4.459943087,0.869528399
314,Bruno Caboclo,203998,-0.174523492,0.22233067
315,Nikola Jokic,203999,1.445688551,1.465333536
316,Kristaps Porzingis,204001,0.646807849,0.179798414
317,Damjan Rudez,204014,0.007128894,-0.802550653
318,Tyler Johnson,204020,3.633333735,-2.876722307
319,Tim Frazier,204025,1.195119826,-0.115255718
320,Tarik Black,204028,1.204407488,0.30780167
321,Langston Galloway,204038,1.382065327,-4.443926673
322,Joe Ingles,204060,5.147620803,-5.112624691
323,T.J. McConnell,204456,3.625446354,-3.909689203
324,Jahlil Okafor,1626143,2.542214526,-0.407574187
325,Emmanuel Mudiay,1626144,2.434371121,-3.381682203
326,Tyus Jones,1626145,1.564745648,-1.799858204
327,Justin Anderson,1626147,5.129599456,-5.443468505
328,Montrezl Harrell,1626149,2.817123972,-0.789166014
329,Andrew Harrison,1626150,3.053013501,-5.314796162
330,Delon Wright,1626153,2.636432776,-2.690377473
331,Sam Dekker,1626155,2.460452746,0.117286485
332,DAngelo Russell,1626156,1.965977961,-3.83438891
333,Karl-Anthony Towns,1626157,1.290517262,-1.401068709
334,Richaun Holmes,1626158,-0.10293373,-1.30750805
335,Justise Winslow,1626159,1.170670168,1.709506767
336,Willie Cauley-Stein,1626161,0.182410871,0.475710384
337,Kelly Oubre Jr.,1626162,2.62534762,-3.809165342
338,Frank Kaminsky,1626163,1.679254314,-2.888655691
339,Devin Booker,1626164,1.603210369,-2.889306076
340,Cameron Payne,1626166,0.879000538,-2.658898859
341,Myles Turner,1626167,0.973630048,-0.187457463
342,Trey Lyles,1626168,1.80779353,-3.992056956
343,Stanley Johnson,1626169,2.412224553,-1.659207641
344,Jerian Grant,1626170,0.997883486,-1.865984345
345,Bobby Portis,1626171,-1.514386932,-0.629017261
346,Kevon Looney,1626172,-0.426230232,-0.716382317
347,Rashad Vaughn,1626173,-1.617376543,-3.121890682
348,Christian Wood,1626174,1.162979563,-1.118730454
349,Jordan Mickey,1626175,1.344562788,-1.323868237
350,Rakeem Christmas,1626176,-0.711158478,-0.470408875
351,Rondae Hollis-Jefferson,1626178,2.558170047,-1.468214808
352,Terry Rozier,1626179,3.632094103,-2.93684057
353,Norman Powell,1626181,4.270637821,-4.051598898
354,Chasson Randle,1626184,2.225034138,-1.442619546
355,Jarell Martin,1626185,1.908412039,-0.094858204
356,Quinn Cook,1626188,0.416466437,-2.071099604
357,Chris McCullough,1626191,0.901308282,0.369421103
358,Pat Connaughton,1626192,3.210902046,-1.506653852
359,Willy Hernangomez,1626195,0.970146144,-3.634669661
360,Josh Richardson,1626196,-0.520397628,-3.501768086
361,Darrun Hilliard,1626199,-0.746183952,-1.240715772
362,Joe Young,1626202,0.777393753,-2.652952169
363,Treveon Graham,1626203,0.162088827,0.284341405
364,Larry Nance Jr.,1626204,2.145948269,-4.441315678
365,Mario Hezonja,1626209,-0.225472213,-2.075493623
366,Alan Williams,1626210,2.938096447,-0.566405114
367,Cristiano Felicio,1626245,3.267148484,-1.443374817
368,Boban Marjanovic,1626246,-0.729942039,1.71038448
369,Axel Toupane,1626253,-0.45794004,0.205763003
370,Maurice Ndour,1626254,2.103829227,0.471226365
371,Salah Mejri,1626257,2.389574036,-2.047069765
372,Malcolm Delaney,1627098,1.430420327,-3.177896975
373,Briante Weber,1627362,-0.083866639,-1.031557788
374,Dragan Bender,1627733,2.679988439,-1.046797812
375,Domantas Sabonis,1627734,1.753628426,-1.275303804
376,Wade Baldwin IV,1627735,3.738075222,-1.274727892
377,Malik Beasley,1627736,1.870009006,-0.465693869
378,Marquese Chriss,1627737,1.498156166,-0.868333467
379,Deyonta Davis,1627738,0.897427282,-1.972535559
380,Kris Dunn,1627739,2.978110822,-3.345677888
381,Henry Ellenson,1627740,0.399779672,-1.01575004
382,Buddy Hield,1627741,1.577320639,-2.244358111
383,Brandon Ingram,1627742,0.926199449,-1.913312173
384,Damian Jones,1627745,-0.054854531,-0.499219024
385,Skal Labissiere,1627746,-0.124266319,-0.839685732
386,Caris LeVert,1627747,2.443266706,-1.925189976
387,Thon Maker,1627748,0.011489198,-2.806384532
388,Dejounte Murray,1627749,1.581591858,-0.528627596
389,Jamal Murray,1627750,2.845774265,-3.600978586
390,Jakob Poeltl,1627751,0.959539781,-2.055531647
391,Taurean Prince,1627752,3.596908455,-2.37739314
392,Tyler Ulis,1627755,1.437671382,-3.971486722
393,Denzel Valentine,1627756,-0.704990308,-2.3016721
394,Stephen Zimmerman,1627757,-0.527756238,0.108735418
395,Ron Baker,1627758,1.371276851,-1.947306886
396,Jaylen Brown,1627759,4.610882778,-2.166886334
397,DeAndre Bembry,1627761,0.179884665,0.464674742
398,Joel Bolomboy,1627762,-0.994876547,-0.552727184
399,Malcolm Brogdon,1627763,4.746085303,-4.996237904
400,Cheick Diallo,1627767,-1.136624734,-0.346304197
401,Kay Felder,1627770,2.174153228,-1.403789111
402,Michael Gbinije,1627771,0.460310203,0.006069228
403,AJ Hammons,1627773,1.087697156,-0.803958256
404,Jake Layman,1627774,0.206358947,-2.323907806
405,Patrick McCaw,1627775,1.495051069,-3.981738892
406,Georges Niang,1627777,1.136968565,-1.169932175
407,Chinanu Onuaku,1627778,1.246769036,0.504050472
408,Gary Payton II,1627780,2.477552381,-1.140757409
409,Malachi Richardson,1627781,0.426345625,0.760010562
410,Wayne Selden,1627782,1.090074565,-1.298520487
411,Pascal Siakam,1627783,2.551838826,-2.172574186
412,Jarrod Uthoff,1627784,-1.786997213,-0.624138593
413,Isaiah Whitehead,1627785,4.35493832,-0.068898226
414,Troy Williams,1627786,1.884384903,-1.182105057
415,Kyle Wiltjer,1627787,-0.033466003,-0.009113608
416,Timothe Luwawu-Cabarrot,1627789,5.774470909,-2.466656675
417,Yogi Ferrell,1627812,-1.507714647,-1.500851958
418,Sheldon Mac,1627815,0.983540135,-0.682678682
419,Alex Poythress,1627816,3.271798388,-1.749082107
420,Tim Quarterman,1627817,-0.266063176,-1.214683964
421,Isaiah Taylor,1627819,0.544850008,-0.724443028
422,Juan Hernangomez,1627823,1.728238572,-2.440847327
423,Ivica Zubac,1627826,0.620062616,0.072701394
424,Dorian Finney-Smith,1627827,1.877242233,-1.578330406
425,Fred VanVleet,1627832,4.614891525,-2.763162234
426,Georgios Papagiannis,1627834,-0.026630427,-1.915309284
427,Paul Zipser,1627835,0.503683356,0.471016133
428,Shawn Long,1627848,0.46051451,0.244325329
429,Daniel Ochefu,1627849,0.541849386,0.824309745
430,Marshall Plumlee,1627850,-1.181014106,-1.922081762
431,Mindaugas Kuzminskas,1627851,6.066871441,-2.97551729
432,Nicolas Brussino,1627852,0.642494748,-0.880519711
433,Bryn Forbes,1627854,0.260531954,-3.019218858
434,Okaro White,1627855,1.146758842,-5.344341522
435,Patricio Garino,1627868,-0.144137007,1.553719634
436,Marcus Georges-Hunt,1627875,-0.114509598,-0.149606456
437,Derrick Jones Jr.,1627884,1.794344113,-3.002795551
438,David Nwaba,1628021,2.017974336,-1.077409531
